原创/转发,日期,原微博内容,全文内容,转发数,评论数,点赞数,话题,图文识别,涉及行业,微博情绪
转发,2025-05-10 22:06:46,为什么说成家立业，而不是说立业成家呢因为大多数男人，有孩子才有压力，才能奋发图强努力赚钱 ??,孩子是男人的官杀[笑cry],1,0,0, , ,其他,中性
转发,2025-05-10 22:13:29,【#熬夜睡不够是胃癌一大诱因#】#年轻人胃癌发病率增长约百分之80# 近日， 河南。专家表示，年轻人的胃癌发病率大约增长了80%！胃粘膜在我们夜间休息的时候是一个修复的过程，熬夜时，修复过程就会被打断，黏膜损伤也会形成。此外，熬夜会导致免疫力下降、激素分泌紊乱、胃酸分泌增加，胃粘膜损伤会进一步加重，胃炎会逐渐发生，会出现胃癌的风险。#河南[地点]#,我已经被微博这些新闻吓得早睡早起了[笑cry],2,2,0, ,年轻人胃癌发病率增高熬夜睡不够是胃癌一大诱因打工人：要上早班我从来不熬夜都市频道河南广播电视台都市频道HENAN BROADCASTING SYSTEM CITY CHANNEL,医疗,恐惧
转发,2025-05-11 08:19:28,丹麦国家博物馆。这么个小国，这种水平的博物馆，相当不错了。最有感慨的是，这么个蕞尔小国，曾经也借着欧洲文艺复兴和科学进步的东风成为世界殖民强国。丹麦曾经在美洲、非洲、亚洲都拥有殖民地，曾经是世界第七大奴隶贸易大国，曾经积极的参与大航海时代以及其后近代时期的全球贸易和西方对其他地区掠夺。马哲说的“资本主义的每一个毛孔都充满着血汗”是一点没错的。欧洲尤其是西欧人民现在的幸福生活那是几百年前前辈披荆斩棘、开拓四海留下的余荫。所以啊，我们现在强了，只眼睛朝内、不出去抢市场、抢资源行吗？现在不抢，不但愧对自己，而且愧对列祖列宗、子孙万代。别提啥自古以来了，也别被自古以来束缚住自己的手脚。那地方我看上了，那就是我的，什么自古以来。自古以来，天下无主，唯有德者居之。你丹麦何德何能，敢霸占格陵兰这么大地方？别说川总，我都看着生气。这世界放眼望去，列强之中还有比我朝得国更正、更有道德的吗？,澳大利亚那么点人口，配拥有那么大块土地么，放着那么大的土地不好好开发，更是暴殄天物了[doge],1,1,0, ,engangiIndien.Serampore.Kendt som Indiens smukkeste by.Endanskkolonifra1755til1845.Danskernekaldte denFrederiksnagore.Enmultikulturel handelsbymed luksusvillaer og paladser.OgDanmarks tredje universitet.IDanmarkblevSerampore glemt.Men den ligger her endnu.Taetved millionbyenKolkata(Calcuta).Kolonitidens bygninger findes stadig.Men hvorlaenge?Degamle huse fofaldryejsesky Hvad siger folkiSeramporeom de gamlebygninger?Erde symboler paen fremmed kolonimagt?Ellererdedelaf byens identitet og folks barndomsminder?Bor de reddes foreftertiden?OneofDenmark's largest citieswasonce in India:Serampore.Known as India's mostbeautiful city.ADanishcolony from1755to1845.TheDanesnamed it Frederiksnagore.Amulicultural trding city ofgrandmansions andpalaces.AndDenmark'sthirduniversity.InDenmarkSeramporeasee forgottenBut tstill xists Near the sprawlingmetropolisofKolkata (Calcuttthecolonial buildingslive on.But forhow long?Old housesare demolishedandapartmentblocks replace them.Howdo the peopleof Serampore see theold buildings?Arethey symbolsofaforeign colonial power?Orapartofthe citysidentity andpeople'schildhoodmemories?Sbould theybeavedorposterty?n FerstGodthabNukogaenekke kolonierlangsdenvestgrenlandske stgrenland kelenierg fre1910kyst.Islutningenaf1800-taller ogsaNordgrnlandHverkolonirin enE vaerkstederoghuse tilbade danskere og grenlaendere.Omkring kolonierme ligermindre handelstationerg bopladser.Dat statsejede Kongolige Granlandske Handel(KGH）saettersigfra1782og kclonieDr frem til1950tungtpadegrenlandske ogbadedanskere og gronlaendere ma laere at sno sig.1721-?other.First GodhbNuukthen Lilkebeadson a string.One after the ascricsof colonies along the west coastofGreenland.At the endofthe 1800scoloniesereestablishedinEast Greenlandndfrom191inoh Greenland too.Each colonyisrun independently.A smalltown withe harbouechchrsh houses forDanesandGreenlanders.Surrounding the colonies there are smallertading stationsand setlements.From1782to1950thestate RoyalGenland TradeDeparmet dominetesthe coloniesinGrnland There are en rdlessnilesandregulations that both Danes and Greenlanders have to navigate. menneskerhvis livblev forandret som folge af den iske kolonisering.Fra Vestindiens sukkermarker til de stafrikanske slaveforter.Fra det sneklaedte Gronland til n varme indiske kysti Tranquebar.eter deresistorievi fortaellerer.FranciskusRan lse og Oly.Kom oglyt til deres fortaelling!Voices from the Colonies Denmarkwasonceacolonialpower.Theseventh largest slave-tradingnation in the world.Driven bydreamsofprofitpowerandexoticluxurygoods.With seriousconsequences for countlesspeople.Theseare the people youare about tomeet.Allthepeople whose liveswere changed byDanishcolonia-lism.From thesugarfieldsof theWest Indiesto theslave fortsofestAfrica.Fromscadreenlandtothetoical Indiancoastof Tranquebar.ThisisthirstrraciskusRamenEsendly Comeand listen towhat they have to say.,时尚,愤怒
转发,2025-05-11 09:15:12,权谋/宫斗/宅斗文看多了后，会产生一种错觉，觉得自己也学会了不少计谋，万一哪天穿越了，自个也能斗的风生水起…今天我又一次产生该错觉，然后就在某篇网文的评论区看到这么一条评论：“权谋文看多了，感觉自己也长脑子了，可以穿越去斗一斗呢。”这条评论下点赞最多的回复是：“菜逼知道自己菜，苟着还能多活几天。最怕菜而不自知，还妄图学大神搞骚操作，那就是上赶着作死。”瞬间感觉被针对了[doge]有那么一丁点伤自尊～但一想到菜而不自知的不止我一个（否则也不会出现那条评论），又开心了：互联网上异父异母的亲兄弟姐妹还是挺多的，大家想法都差不多[笑cry],//，最近两年无代餐。感觉很长脑子，基建文///宫斗/宅斗文,1,0,0, , ,其他,喜悦
转发,2025-05-11 10:43:12,阳气越足的人就越不会只考虑自身，而会考虑自己所处的这个系统，最接近的就是自己的家庭。你会发现幸福的家庭是温暖的，家庭成员都是阳气满满的、乐观的、正能量的。而悲哀的家庭，成员都是冷冰冰的、自私自利、都很西化，其实是阳气不足。 ??,家里人八字都是金水过旺的那种也会阳气不足,0,5,0, , ,其他,中性
转发,2025-05-11 11:20:23,老师突击检查男生的头发，将不合格的同学，都扎上小辫 -，网友：感觉他们都很满意。 ??,哈哈哈,15,3,0, ,习惯决定成老师突击检查男生的头发将不合格的同学都扎上小辫网友：感觉他们都挺满意的数学双通作业月日书钢书免力卷子（毛师复的）生物价业语文练习册全完（除-发练5月9日河南彩自：伊川县双语实验学校,教育,喜悦
转发,2025-05-11 12:31:20,最近发现大家点外卖很多，据说是因为多方大战的原因，纷纷薅起了羊毛，整天就听他们在报价。有刷到了免费奶茶的，有3块一杯的咖啡（原价10块），7块一杯的果汁（原价20），5块的小蛋糕（原价20），12块一份的牛腩饭（原价15）。8块一份的果盘（原价25）……总之似乎所有人都在狂下单，打个照面嘴里都鼓鼓的，人均像仓鼠一样吃吃吃吃吃。挺好的……资本打架，用户受益，再打凶点提高外卖员待遇，那就只有资本受伤的世界完成了。（很多人都骂过，凭什么一个外卖平台要抽成那么高，还是三方抽成，也该还点油水了）,哈哈//[笑cry]//,1,1,0, ,,其他,喜悦
转发,2025-05-11 12:46:47,癌细胞是什么癌细胞告诉白细胞你们听我的话让我先强大起来，我强大了才能拯救你们。结果癌细胞强大了之后四处扩散继续用这个套路吃拿卡要的其他细胞什么好处都没得到不说还被榨干了。最后宿主死亡癌细胞也死亡其他细胞发现上当了但是悔之晚矣。 ??,哈哈，我小时候看课本上的这句话都觉得怎么可能，一般有这种先富带动后富想法的人都富不起来，因为我从小就有这种想法[doge]，要葛朗台才富得起来//……[doge],7,4,0, , ,政务,中性
转发,2025-05-11 19:08:33,虽然我没读多少书，但我挺爱学习的，从小就爱写作业，到现在每周不写个作业也很虚无。小镇做题家一发入魂。 ??,我现在还爱做高考试卷[笑cry],0,5,0, , ,其他,喜悦
转发,2025-05-11 19:51:05,四太梁安琪对于儿女们的配偶，其实都还不错，比如她把奚梦瑶又是送去读MBA又是带着参加各种商业活动的。所以四太这人看着不好惹不好对付，但是对子女的婚姻倒是挺上心的，也对子女的配偶挺接纳。她大女儿嫁哈佛学霸，男方虽然比不上女方的财富，但家境也算很殷实了。长孙之父找的老婆名模，211毕业学历也不差，关键是身高优势改善了他们家的基因～,四太白羊，生的小孩天秤双子摩羯这些，三太双鱼，生的小孩金牛，双鱼那个不知道是不是她生的//,3,3,0, ,nullnullnull,娱乐,喜悦
转发,2025-05-11 22:28:04,张柏芝果然没说谎如果没看到这张照片不知道她当年过的如此辛苦当年刚离婚时，张柏芝说自己每天很辛苦，要照顾孩子，还要照顾家里，谢霆锋一回家就待在房间打游戏，也不和她说话。当时大家都认为是张柏芝爱抱怨，爱而不得，故意说对方的坏话。今天看到这张照片，终于相信张柏芝说的了。她的抱着襁褓中的幼儿，谢霆锋用手指着她在严厉的说着什么。张柏芝睁大眼睛，认真的看着对方，脸上的表情很是无辜。幸亏现在的她熬过黑暗，把孩子带大了，并且教育的非常好，自己也活出精彩的生命状态。很好奇谢霆锋会用手这样指着与王菲说话吗？[思考],我最讨厌男人用这个手势了,1,4,0, ,,娱乐,喜悦
转发,2025-05-12 09:25:08,跟大家普及一个常识：唐宋八大家是没有司马光的。没有的原因是因为他写得太差，比苏辙都差。《古文观止》里收录了他一篇文章，叫《谏院提名记》。同样是建筑物落成题词，大家对比一下《岳阳楼记》什么的，就能理解这大哥真的是一点文采都没有的，我上次看到文采这么差的宋代文官的文学作品，是秦桧写的诗[笑cry] #手撕中外名家#,哈哈王安石射手座的//，王安石无论挣钱花钱帐都算的很好，司马光的数学约等于幼儿园没毕业[二哈]//，放今天属于学阀二代[doge]//,4,1,0, ,谏院题名记宋代：司马光古者谏无官，自公卿大夫，至于工商，无不得谏者。汉兴以来，始置官。夫以天下之政，四海之众，得失利病，萃于一官使言之，其为任亦重矣。居是官者，常志其大，舍其细；先其急，后其缓；专利国家而不为身谋。彼汲汲于名者，犹汲汲于利也，其间相去何远哉！天禧初，真宗诏置谏官六员，责其职事。庆历中，钱君始书其名于版，光恐久而漫灭。嘉祐八年，刻于石。后之人将历指其名而议之曰：“某也忠，某也诈，某也直，某也曲。”呜呼！可不惧哉！秦桧年代：宋《句》若得水田三百亩，这番不做猴孙王。《题范文正公书伯夷颂后》高贤邈已远，凛凛生气存。韩范不时有，此心谁与论。,文化,中性
转发,2025-05-12 09:28:11,这个作者真是把《金瓶梅》读到骨子里去了[赞] ???,真实到绝望那种,30,5,0, ,为什么我看《金瓶梅》会有一种绝望的感觉？写回答。关注问题知乎用户那证明你是个受过良好教育的人。但，同时也说明你被现在的世界欺骗得太久太深。《金瓶梅》这书好，好到严重被世人低估和误解，很多人把它当秽书，实乃大谬！此书在序言里说了一种读后的境界一—心生效仿者，禽兽耳。我个人觉得，读完此书豁然开朗者，方能洞晓此书的目的。因为，这本书揭示了人性的真相。人性的真相=生活的真相。懂，你就治人，不懂，你就治于人。此书写绝望，但不止于绝望。只感受到前者，那未免辜负了兰陵笑笑生的一片苦心。觉得绝望的，无非因为书里各种龌龊的事情，这些暂不细表，我只说为何它是“人生的全方位指导书”。话头首先拉远一点，我们幼时从小、中、大学所学，基本都是阳光正面的，学生时代为培养健全人格学这些没错，但毕业后还只有这种想法就有点傻了，这在以后的工作、恋爱中注定要吃无数的血亏。很多人单纯朴素的学生思维，造成对世界的认知严重偏科，结果只能用栽跟头裁得头破血流来弥补，尤其是“人性”这一块领域。于《金瓶梅》学会了“人性”，你会发现很多东西迎刃而解。而这也是《金瓶梅》最大的意义，就是教你。它教你怎么撩妹。现在不少人，动不动以渣男，绿茶，段位各种自居，总觉得自己谈过几段恋爱遇过几个人，深夜里痛哭过，就算红尘里打过滚。得，这本描写900年前之事，成书于500年前的巨著告诉你，有的人500年前就已经成系统总结出体系了，现在的人只是道听途说了点皮毛就拿着芝麻就当宝。《金》开篇，就教你“潘驴邓小闲”。着走。随后，教你怎么应对不同类型的人。对孟玉楼，人是大家闺秀，大官人就提前做好她家重要人物的工作，把她仅剩的娘家人作得数那个搞定，然后吹牛什么从未婚娶，家有万亩良田却苦贤内助久矣，嫁过来必定好生对待。一条三寸不烂之舌，愣是把人连同能买半个清河县的嫁妆一同带回家，人本来想做大娘子的，结果被西门庆忽悠得愣是后来做了小也心甘情愿。对潘金莲，投其所好，你不是喜欢物质吗？行，和王婆配合一通吹，我家怎么怎么有钱，家产怎么怎么丰厚，金莲登时心许了一半。后来王婆把他们锁房里，二人心思细腻，瞬间秒懂，高手过招，招招精彩，什么金莲故意把东西掉地上，西门低头去捡趁机握住人小脚，最后两个海王完美演绎如何在一灶香内从“陌生到熟悉”，再从“熟悉到鼓掌”。对粉头（古代小姐称呼），也是恩威并施，打一巴掌给颗糖，拿捏得服服帖帖，反正开篇就教你怎么各种撩。教你识别渣女，珍惜值得珍惜的女子。比如，我以前一直以为西门庆是精尽人亡，虽然的确是，但其实西门庆不是第一天就死了的，他有被治愈的可能。事情是这样的一—大官人在外面跟粉头玩嗨了，又吃了些番僧的强力药水，虽然略伤元气，但勉强还在能力范围内。结果当晚回了家被金莲逮到，金莲饥渴，哪听你说个不字。而且金莲漂亮、胸大，自小男人就围着转，根本不需要学照顾关心人那一套，她明白，只要利用自己的身材长相优势，便能轻易满足自己的各种欲望。女人漂亮没有关系，最可怕的是她自己知道自己漂亮。这不，金莲兴致一来，越玩越高兴，不管西门庆直接倒了几十倍的药量，让西门庆当场精尽流血，但没死！第二天西门庆哀呼不适，金莲不闻不问，只有正妻吴月娘慌的又是让他休息，又是找医生开各种药方，忙里忙外煎药。之前有次也是遇到事，吴月娘大晚上一个人顶着大雪露天虔诚拜佛，希望自家相公收心顾家、悬崖勒马，希望西门府一切顺遂蒸蒸日上。妾们呢？哪管这个，她们只关心大官人有没有带礼物回来，有没有准备惊喜。西门庆精尽后的几天，本来注意调养，尚可恢复，结果药神潘金莲根本不管他死活，也不管他难受，强行喂他吃药（这一幕怎么有点似曾相识）。你别说，番僧的药的确也厉害，才吃完那劳什子就威风凛凛，小潘高兴坏了，坐上去就强行磨，磨了2天，活生生把西门庆磨死了。原文形容，西门庆将死前夕，像只野兽喘着粗气凄厉哀嚎了半夜，疹得这些妾们一宿没睡。大官人这边一死，除了吴月娘，其他人立马树倒孙散，尤其小潘，跑得比谁都快。小地里和西门府的小厮，大官人的女婿陈敬济都搞过，跟后者更是在花园里眉来眼去，捉,文化,惊奇
转发,2025-05-12 10:21:29,我跟朋友说看到一只鸟拿抄网在捞鱼，他们告诉我去精神科挂号得选星期三[允悲] #微博旅行家##带着微博去户外##鹦鹉# ??,哈哈////，我那个和尚它天天开玄凤的门。玄凤以为是来救它的，其实和尚是为了进去揍它[允悲],8,2,0, ,,其他,喜悦
转发,2025-05-12 17:19:42,哈哈哈哈哈笑死我了……[允悲] ??,哈哈哈,4,2,0, ,,其他,喜悦
转发,2025-05-12 17:30:52,来说一个最最最最简单的健康饮食标准。假设一个成年人70kg，他每天应该摄入的蛋白质不低于70g。假设他每天需要消耗2160大卡，我们使用一个9的倍数数字方便计算，1/4来自脂肪，是540大卡，换算成重量是60g。看到了吧，食物的总脂蛋比不能过1比1的杠。这是不会有任何营养学流派会反对的。全脂奶就刚好落在这个标准上。带皮整鸡不加油烹饪合格，蛋也合格。牛肉不肥的可以。肥一点的基本上全得超过去。假如没有烹饪这回事。没有添加油。直接吃食材。蔬菜谷物去平衡肉类摄入，刚刚好。但现代饮食里面点加油脂，蔬菜加油脂，就都是垃圾食品了。面包西点，沙拉酱拌菜，植物油拌菜，油炒菜，一个都跑不掉。现代社会吃素的和尚都有很多脂肪肝的[二哈]。++++所以健康饮食就是白饭白水煮菜加不太肥的肉类。鱼虾蟹贝可以敞开吃。我目前发现的超级食品有：1 猪肉+虾肉2 可添加豆腐3 带皮鸡腿，琵琶腿（drum stick），鸡大腿或鸡全腿（whole leg），鸡边腿（quarter leg）均可；鸭腿不行，太肥了，和牛奶一样1:1的。想减重，1:1脂蛋比的都得限量。鸡蛋的0.66就骑在标准线上。你的食物都在这个脂蛋比以下就能瘦，高过去就瘦不了。就这么简单，这就是体重的秘密。,我每次都丢蛋黄[笑cry]//，鸡蛋的脂肪全在蛋黄里。蛋黄里脂溶性维生素很多，所以不建议全扔掉，一天吃两个也还好。//[笑而不语],4,11,0, , ,其他,中性
转发,2025-05-12 19:08:24,虽然昨天是美国人过的母亲节，但每天我都可以欣赏动物界的母爱瞬间曾经我觉得我就是抱着娃的母海獭......#奇趣大自然# ??,好可爱啊,3,1,0, ,,娱乐,喜悦
转发,2025-05-12 19:32:55,藏狐：你听听这解说词有多损！#动物科普# ??,伤官好重的解说//[哈哈]////……//,12,5,0, ,小夫动物园这是此颜差矣,其他,喜悦
转发,2025-05-12 20:56:13,【#福建女孩边跑边吃东西被呛噎致脑死亡离世#】福建小女孩朵朵（化名）在校门口买了一块“碗仔糕”，突然上课铃响起，心急的朵朵猛地塞了一大口便朝教室飞奔而去，当跑到操场时，朵朵被食物呛噎，痛苦万分，她停下脚步，满脸通红，双手比划着，向周围同学发出求救信号，然而，同学们都被吓得惊慌失措，一个个四散跑开，等校医赶到实施心肺复苏时，最宝贵的抢救时机已然流逝，尽管后续救护车以最快速度将朵朵送往医院医护人员全力抢救，心肺复苏也成功让她恢复了心跳，但缺氧时间超过了心肺复苏的“黄金四分钟”。四天后，她被转运到福建省儿童医院重症医学科经积极抢救，被诊断为脑死亡，已无救治希望。#广东人和福建人太会吃了##是不是整个福建人都在吃这个菜# （福建卫生报）,额,4,2,0, ,女孩心急塞下一块“碗仔糕”边跑边吃被呛噎最终脑死亡离世倒地求救后却没人知道该如何急救（本报记者林颖）（画面为资料与事件无关）去年12月的一天三明的小女孩朵朵（化名）在校门口买了一块“碗仔糕”突然上课铃响起心急的朵朵猛地塞了一大口便朝教室飞奔而去当跑到操场时朵朵被食物呛噎痛苦万分她停下脚步满脸通红双手比划着向周围同学发出求救信号然而同学们都被吓得惊慌失措一个个四散跑开（医学科普仅供参考如有不适请线下就诊）福建卫生报,医疗，公安,中性
转发,2025-05-12 22:19:25,汶川地震十七年了。某一天和爸爸散步，出门之前妈妈叮嘱说要记得买一条鱼，爸爸应了下来，结果当我们走到菜市场的时候，他突然站在原地无助的看着我说：“你妈妈让我们买什么来着？”时间以很残忍的方式提醒着我父母的衰老，甚至有的时候是手足无措的，一边在工作中忙碌，一边又希望自己能多陪陪父母。直到前两天，我和家人准备回地震遗址看望逝去的亲人，无意中我发现爸爸老旧的钱夹里，放着一张我住院时候的照片，十根脚趾头全部上着钢钉，而我盯着镜头笑着比了一个耶。我问他为什么放这张照片，他笑着没说话。站在废墟面前，他告诉我说：“因为人慢慢接近死亡的时候就会害怕，而你会时时刻刻提醒我，活在当下，不是过去也不是未来。”今年是爸爸癌症手术后的第二年，也是汶川地震十七年。在无数个时刻我甚至想过，幸好地震只是拿走了我一条腿，我还能看到父母的衰老，看到他们因为小事吵架，看到他们会在无数个我想记住的瞬间里都陪着我身边。地震十七年，还是会梦到去世的亲人和朋友，梦到世界突然坍塌，而我被困在里面无法呼吸。但也会梦见他们挥手和我说再见，他们笑着说要照顾好自己。幻肢痛袭来还是会难受得想哭，三十多次手术还是会让我现在连打点滴都害怕，七十二小时的掩埋让我直到现在都无法关着灯睡觉。但时时刻刻，是我的家人，我的朋友，爱着我关心着我的人。是他们提醒着我：“春游，勇敢或者不勇敢都不重要，重要的是你活在当下，以后会成为多厉害的人也不重要，因为成功与否都不如你平安健康。”原来这么多年，我们都一直相互支撑陪伴，去让5月12日这一天变得越来越普通；我们怀念着逝去的亲人和朋友，并带着他们的一份更加珍惜当下；我们感恩着一路走来每一个支持，帮助过我们的人，好好生活。我不知道人生一定得活出什么意义，但爱的人身体健康，一起见证时间流逝，一起面对未知、争吵、拥抱、跳跃、快乐、炙热、倾听、苍老、凝视、亲吻…无数个名词组成了我生活全部意义。嘿朋友们，我想，不管你此刻在做什么，当下你的呼吸声，你的心跳，你眼睛闭合的每一刻也许都是意义。好好活着，好好生活，剩下的就交给时间吧。最后祝愿，你和你爱的人永远平安幸福健康。#汶川地震17周年了##512#,//！//[心]//，认真誊抄一遍：「女儿，你后面就会发现，人其实不需要两条腿走路，但一定需要抬起头来走路，迷茫的时候不要怀疑自己是不是不够努力，迷茫的时候就应该好好休息，想哭就使劲哭，没得哪个规定说你必须要勇敢，爸爸也没得啥好建议给你，但是人这辈子无非就是活一腔狗血，你看书美容交朋友，都不如你这一腔子狗血一直燃到起，不要被身体，议论，目光束缚，好好把这日子过明白，人生整痛快，那你就是最牛的！」,71,1,0, ,，你后面就会发现，人其实不需要两条腿走路，但一定需要抬起头来走路，迷茫的时候不要怀疑自己是不是不够努力，迷茫的时候就应该好好休息，想哭就使劲哭，没得哪个规定说你必须要勇敢，爸爸也没得啥好建议给你，但是人这辈子无非就是活一腔狗血，你看书美容交朋友，都不如你这一腔子狗血一直燃到起，不要被身体，议论，目光束缚，好好把这日子过明白，人生整痛快，那你就是最牛的！,政务,喜悦
转发,2025-05-13 10:01:51,所以说就算谢娜张杰定居上海，谢娜的妈妈审美也跟不上上海人的考究的，而是带着川湘贵地区阿姨的气质，有点接地气，有点雅致。 ??,虽然不是很喜欢谢娜，但这样议论谢娜妈妈真的很那啥//,0,1,0, ,感觉土里士气[捂脸]5条回复这衣品很有辨识度呢衣品是家族遗传吗？娘俩感觉土里土气[捂脸]5条回复这衣品很有辨识度呢衣品是家族遗传吗？娘俩null,娱乐,愤怒
转发,2025-05-13 16:34:24,小时候怎么没有发现这部剧这么搞笑#还珠格格3# ??,我以为他们会翻到水里去//，今天是踩水坑日~~~//[允悲][允悲],2,3,0, ,太上老君不是，以前看的时候没觉得那么搞笑啊筹说,娱乐,中性
转发,2025-05-14 08:03:36,我感觉现在中国人的体质越来越差，除了吃得多动的少喜欢熬夜以外，被一些虚假伪科普带沟里去了，比如吃冰冷的不会诱发痛经，不管什么人都天天一瓶牛奶，大量吃水果，等等。上述那些科普功不可没，已故丁香医生还有众多不会思考的西医博主都有份。事实上，上述观点，科普博主都是直接从书上抄出来的，都是欧美人的观点，他们根本没有认真研究对不对，人云亦云而已。,//：目前没有证据表明做A会对B产生不利影响，因此大家可以放心做A。拿统计学的原假设和备择假设那一套糊弄群众。,7,3,0, , ,公安,中性
转发,2025-05-14 08:09:13,难带的孩子是天生的！很多妈妈自以为是育儿专家，实际上是因为生了一个乖宝宝… ??,小孩子好不好带跟八字有关,3,22,0, ,好好我只看到了一个清醒理智客观且无助的妈妈昨天22:51·山东回复2.0万展开152条回复饮酒醉经年我20岁之前带过8个孩子，确实没有遇到这种孩子，6个一起带都行，最小的几个月，大点的10岁，都乖得很。有的想妈妈，抱着哄半个小时就好我一直以为我会带孩子，现在知道我遇到的都是好孩子3分钟前·湖北回复1用户3257035707866总结：觉得自己生了个比格，试图改变，发现毫无办法6小时前·江西回复2669展开43条回复青春的小尾巴孩子应该是混合型ADHD太明显了。一般A娃都是过敏体质，我们家儿子也是混合型ADHD也是过敏性鼻炎，小时候一直以为他只是高需求宝宝，6周岁带去儿童医院确证了A娃的父母太苦了昨天19:23·福建回复2.1万展开337条回复杠就是你对姐们儿你老实说，你有没有在某一刻起过杀心昨天21:16·四川回复2.6万展开275条回复大柱子和小柱子天呐，我觉得你精神状态也需要被关注。你形容的我都害怕昨天19:03·安徽回复5.9万展开1518条回复戒不掉辣的濛姐听了一圈下来，我最佩服你的一点就是大宝是一个这么高需求的宝宝，你居然还有勇气生二胎，而且还一下生了俩，太牛了！昨天20:44·IP未知回复1.4万作者回复过展开193条回复上辈子是比格？昨天20：44·江苏回复3.7万展开523条回复居燃的星旅我理解，我外甥就是这种魔童。确实有点adhd对数学非常敏感昨天22:02·江苏回复1363展开20条回复吃饭睡觉打江豆豆大概率ADHD别问我为啥知道昨天20:33·四川回复7661展开106条回复》哦哟这个妈妈好人间清醒啊没有对自己孩子的滤镜！昨天20：45·重庆回复1.2万展开62条回复查无此人MOATO adhd吧我就这样，快大四了我妈带我去检查才发现的，交感神经容易兴奋，过敏体质昨天22:02·北京回复619展开25条回复,医疗,中性
转发,2025-05-14 09:51:25,#杜淳妻子自曝当不了演员的原因#杜淳妻子自曝当不了演员的原因:“我们毕业属于那种没钱没势没背景，你想在这个圈子里有一席之地其实挺难的，而且我在班里的演技也不是那种最好的，所以就没那个机会，还是性格问题，其实大家可以看得出来我的性格是比较强势的，所以说他们说我当不了演员有一点是我太个性格，最开始刚刚大学毕业出来也会有一些不怀好意所谓的什么导演，什么制片人要跟我聊什么剧本，然后后面就你们都懂的”,哈哈哈//[哈哈]//。她当不了演员是因为强势，别的成功的演员都是因为接受了潜规则咯？既得罪了演员也得罪了导演，制片人。也就她不做演员，不然谁敢找她拍戏[二哈],0,2,0, ,,娱乐,喜悦
转发,2025-05-14 13:04:39,哈哈哈这个世界的最大秘密，就是比谁活的长！ ??,哈哈//，姐姐////！////！[酷],6,0,0, ,Sundance FilmFestival #Sundano 2025Sundance adobe FilmFestival 2025adobe STAA SAPPH RESERVE 『世界就是这样。哭什么呢，举杯吧各位！』奥斯卡最佳女配得主尹汝贞。她的嗓音粗哑，问她是否被人嘲笑过？她说：“有过，但他们现在都去世了。”“那些嘲笑你的人迟早会挂的，又何必在意？！！”,其他,喜悦
