原创/转发,日期,原微博内容,全文内容,转发数,评论数,点赞数,话题,图文识别,涉及行业,微博情绪
转发,2025-05-30 07:47:33,密码的这个造型我真要被于适帅晕过去了。。。。 #于适上海活动背头造型# ??,傻呵呵的哈哈哈哈,0,0,0, ,,其他,喜悦
转发,2025-05-30 07:49:02,???)天啊宝宝 你怎么长的 ??,恶魔修猫咪////！,1,0,0, ,,其他,喜悦
转发,2025-05-30 07:53:27,卧槽这个更清楚………龙背啊……… ??,哎呀,0,0,0, , ,其他,惊奇
转发,2025-05-30 13:35:35,刷到了一只鼠鼠珀尔 ??,你这样啊,0,1,0, , ,其他,惊奇
转发,2025-05-30 19:07:40,怎么能这么幽默。。。 ??,他被发现是迟早的事，会有无数个偶然让他的习惯曝光//……// 每个人都很合理//// ////…// [吃惊]//……//////,43,0,0, ,因此，有些艺人的翻车是偶然，也是必然。一位案件相关人士给我讲述了一个故事，一个男艺人某晚找了陪侍服务，发现对方身体不适后，便支付了一万元现金让她离开，于是女孩把钱塞进自己的爱马仕包包里，骑共享单车走了。由于被男方灌了太多酒，她骑到半路摔下车，一个路过的外卖员把她扶了起来。起身后她发现包不见了，外卖小哥却坚称没见到她的包，双方闹到了派出所。「失窃」金额不小，警方带着女孩回到了她当晚去过的地方调查，正好撞见正在进行新的招嫖活动的男艺人。爱马仕包安然放在房间里，她忘记自己并没有带走。事情就这样不可思议地在众多巧合之下发生了。紧接着，一些对该艺人疑似嫖娼的猜测不胫而走，粉丝反应激烈，艺人团队几乎是手忙脚乱地放出了辟谣。就在这起辟谣之后，公安部门不指名道姓地发出了通报，不出几小时，一系列品牌相继发出宣布与该艺人解约的公告。人物人物238131,公安，政务,喜悦
转发,2025-05-30 19:36:41,第四届北京电影学院“学院奖”揭晓！#第四届北京电影学院学院奖##北京电影学院##电影# ??,放的也是比较帅的照（没有放剧照//，我们马叔叔终于！,0,2,0, ,电影故事片奖BESTFEATUREFILM 涉过愤怒的海建议十八岁以下观众谨慎选择观看11/25全国上映涉过黄渤周迅祖峰张有浩周依然颜北孙安可闫妮王迅导演|曹保平1985级文学系本科长篇剧集奖BESTDRAMA SERIES 三体三体THREE-BODY 原著/刘慈欣1月15日重磅首播总导演杨磊总编剧田良良腾讯视频O米O古摄导演|杨磊1998级导演系本科动画片奖BESTANIMATED SERIES 中国奇谭梦我在总速达朱贝宁8导旗陈廖宇上海美州富影型片成有限公司bilibili 播出平台bbi 导演|陈廖宇1990级美术系本科纪录片奖BESTDOCUMENTARYFEATURE 北京2022陆用导演作品BEJING 北京20222834员HING 河极限挑战监制张艺谋CIH TogetherforaSharedFuture 文投控股2023-IntermationalOlympic Comn mitte-All Rights Reserved 导演|陆川1995级导演系硕士研究生电影导演奖BESTDIRECTORFORFEATUREFILM 涉过愤怒的海11/25全国上映沙过慎怒海导演|曹保平1985级文学系本科长篇剧集导演奖BESTDIRECTORFORDRAMASERIES 梦中的那片海计的那片每6月1日起CCTV-8黄金档腾讯视频高燃开播导演|付宁1996级导演专业电影编剧奖BESTSCREENPLAYFORFEATUREFILM 不虚此行不虚此行。A11EaT8#保平中播申编剧刘伽茵2003级文学系硕士研究生长篇剧集编剧奖BESTSCREENPLAYFORDRAMASERIES 漫长的季节《编剧潘依然2011级文学系硕士研究生电影表演奖（并列）BESTACTINGFORFEATUREFILM %涉过愤怒的海河边的错误演员|黄渤演员|朱一龙2002级表演系配音班2006级表演系本科长篇剧集表演奖BESTACTINGFORDRAMASERIES 空缺,娱乐,喜悦
转发,2025-05-30 19:44:05,我去查了一下… ??,没事我不吃哈// //,0,0,0, ,有志芹菜关注在洗衣机里捡到一半的蟑螂但是洗出来的衣服相当柔顺试试文字发笔记去发布在洗衣机里捡到一半的蟑螂·但是洗出来的衣服真的好丝滑柔软啊，不知道是什么原理，连浴巾都洗出了一种很贵的手感，会有人开发这种gaza柔顺剂吗？#蟑螂#这是什么昆虫05-26福建摆了躺了眠了蟑螂似乎是花生酱这类产品中常用的增稠剂6128的原材料，可能，也许，大概，就是丝滑的效果·…？昨天19:33日本回复Cherie_lili莉莉什么……？2247昨天19:34江苏回复摆了躺了眠了回复Cherie_lili莉莉：你可以去查一查，187因为也可能是我记岔了昨天19:35日本回复这香草冰淇淋萌的我吱什么什么什么什么什么160昨天19:35湖北回复聆雨？452花生酱放蟑螂是真的吗搜索花生酱中确实可能含有蟑螂成分，但这是经过专业处理的蟑螂提取物，主要用于作为食品添加剂（如润滑剂或黏稠剂），而非直接放入整只蟑螂。这一做法已得到中科院专家的证实，并强调养殖蟑螂与野生蟑螂在卫生标准上有本质区别。蟑螂成分在食品工业中的应用1.提取物的用途：蟑螂（如美洲大）的翅膀、外壳等部位经加工后可制成润滑剂或黏稠剂，用于花生酱、护肤品等产品中。其提取物还被证实具有药用价值，如修复创伤、抗溃疡等。122.卫生标准：·用于食品工业的蟑螂来自无菌化养殖基地（如四川西昌的养殖场），严格区别于携带病原体的野生蟑螂。34·养殖过程中需符合国家食品安全规范，确保提取物无致病风险。1,政务,中性
转发,2025-05-30 22:14:09,【每次交易都有一只猫失去蛋蛋】AMUSE 将在10月推出一套“猫蛋蛋”挂件扭蛋， 共五种款式，每款还挂着“受害猫”的照片。[允悲] ??,好哦一个颜色来一套//！,0,0,0, ,DAMUSE 部全5种寸物可放题！AMUSE,其他,喜悦
转发,2025-05-31 14:11:15,丢人啊！这个地方有多么下贱。 ??,好像还没解k放一样//，我的恨意从不被消磨。,0,0,0, , ,其他,愤怒
转发,2025-05-31 14:54:04,那些和狗子一起长大的猫咪……?#奇妙生物圈# ??,猫都有狗腿子了//////[兔子]////[憧憬],7,0,0, ,momo 谁懂啊土猫土狗狂热爱好者看这个视频有多幸福1万昨天21:26广西回复展开151条回复momo 谁懂120712小时前广东回复作者赞过展开51条回复开心超人不知道怎么形容这种感觉呢治愈又幸福又有点淡2667淡的忧伤1122小时前安徽回复展开46条回复看过不会想起来了10年前在老家门前的一幕132115小时前广东回复展开28条回复momo 幸福得要哭了32分钟前广东回复,其他,喜悦
转发,2025-05-31 16:38:56,提醒友邻：现在川普最希望的就是我们背刺归国的留学生和华人，请永远记住这一刻你对他们的爱与同情，记住他们光辉的壮举。现在你觉得这不是问题，但不久之后你可能会发现他们没有那么完美。也许他们的家庭背景不错，也许他们有你不能同意的观点，也许他们对中国的文化和最近的发展很无知，也许他们无心的言行没有符合你的期待。当你发现这些的时候，请无论如何不要怀疑他们是jwsl（真jwsl根本不需要出过国），不要对他们口诛笔伐，更不要因此让我们的国家乱起来，因为这都是我们真正的敌人最希望看到的。,转发微博,1,0,0, , ,其他,喜悦
转发,2025-06-01 07:45:35,人朋友，展信脆。前段时间我犯了错，是我之前总是犯的那种错。我了解我自己， 为了不犯这样的错我已经演练了无数次，但总是最终还是就那么错着做了。犯错的感觉好难过，难过到我想做和能做的事只有坐卧下来想清楚自己到底为什么总是做错。想那些时我总是羞愧，越羞愧就越无法恢复对自己的信心。某天下过雨我遇见一株倒伏在泥土里的玫瑰，叶子和花瓣像是被揉碎，望着它我几乎感到我和它现在是同一副正在失去生命力的样子。怎么办呢？如果不先暂时忘记痛苦并且快乐起来的话，我也许没办法生活下去了。我去捕猎了，我去晒太阳了，我去追逐光斑了，我去推小石子扑通扑通地进湖水了。这些事使我快乐起来，同时给了我些信心：我能做这些，就还能做更多。没有什么事应该阻碍我先快乐起来，也没有什么事应该阻碍您先快乐起来。希望您的六月拥有无法阻挡的快乐。您的朋友，小奶?#小奶来信#,谢谢小奶朋友，六月须快乐,0,0,0, ,,其他,喜悦
转发,2025-06-01 07:49:13,#海棠作者# #海棠# #救人# #法律援助# 很久不用微博了，但需要联系人也需要扩散：我联络到了关注海棠案而且愿意提供援助的律师，如果有处于困境的老师可以同我联络 挂上tag了，我终于学会了…… ??,////！！//。希望她们能够得到帮助，知晓应有的权利。//,6,0,0, , ,司法,中性
转发,2025-06-01 07:52:02,#海棠作者# 东九区的小姐们“我这辈子最大的错，就是。” ??,//,1,0,0, ,欢迎您在【东九区】选择【辛】玩家身份请尽情享受接下来的旅程吧一出生第一秒被产婆拎起一条腿，“啧，是个女娃娃诶”，和婴儿哭声一起响的是这句话。妈妈张着腿疼了一夜才把你生出来，白天在家给你喂了两口母奶，晚上奶奶便把你包在蓝底白点的小花被中。月黑风高，爸爸把你抱出了屋子，关门时又是震耳的狗吠，又是妈妈撕心裂肺的嚎叫。襁褓中的你溺死在村头的一条小河里。您已充值请使用道具重生【第1次】你当了五个月婴儿，妈妈天天佝偻着背，背着你去地里掰苞谷，有天夜里眼睁睁见你哭了好久也没有喂奶。爷爷和爸爸在院里沉默抽烟，妈妈突然对奶奶说：“妈，我想好喽。”奶奶高声把她男人叫进了屋，爷爷把你抱了起来，旱烟的味道顿时充斥口鼻，呛得你直咳嗽。爷爷用烟纸团了两个圆坨，塞进你小小的耳朵，又问：“用不用把眼睛也蒙上？”奶奶扯了几根绣花针走过来，说：“不用，娃还太小，看不清回来的路。”随即她把针都刺进你的腰背，你的哭声更大了。爷爷和爸爸一起带你出去，爸爸拿着铁锹，在土地挖小坑不费力，何况周围的土早被旁人家挖过松动了。没一会儿坑挖完了，爷爷弯下腰轻轻把你放进去，脑中最后的意识是泥土盖到了脸上，又腥又凉。您已充值请使用道具重生【第2次】你在家里长到了四岁，奶奶带你去集市，你高兴得要命，到处跑到处看，你没见过这样的热闹，毕竟奶奶平日都是带弟弟来。您已充值请使用道具重生【第6次】你是大城市的独生女，从小到大几乎是全家的宠儿，22岁大学毕业，你准备和交往了三年的大学同学结婚。父母死活不同意，骂你的男朋友是“凤凰男”“阿缺西”，你哭着说他们不理解你，便绝食抗议。半年后你终于如愿以偿走进了婚礼的殿堂，婚后那个男人态度冷淡了许多，但对你也还算不错，你安慰自己，爱情的新鲜刺激过去了而已。到你二十八岁这一年，夫妻感情愈发糟糕。期间你俩想要个孩子，但一直没有成功，丈夫说让他妈妈从乡下来家照顾你，可以给你做饭调理身体，你同意了，就是你和婆婆的生活习惯差别太大，实在处不来，每天两个女人总得哭一个。你丈夫也受不了一地鸡毛的生活，无可奈何之下又把他妈送回了老家。生日当天，你丈夫亲手为你准备一桌的海鲜大餐，你喜极而泣，心想你们从少年夫妻一路走到现在，真的不容易，要珍惜。满眼爱意地拿着丈夫递过来的红酒杯，喝了几口后，你便倒了下去。今天你满二十九岁，因为保养得好，长相和大学时期没什么变化。深夜你的脑袋被丈夫一点点切下来，放进了冰箱里，后面他又新买了个冰柜，把你的身体也放了进去。您已充值请使用道具重生【第7次】你和丈夫是相亲认识的，25岁末尾订婚，刚满26岁结婚，父母收了亲家的彩礼，都说丈夫是个好人，他会对你好，你的未来会有保障。结婚第一年你生了女儿，第三年又生了儿子。小儿子周岁宴那天，被婆婆抱着满大厅炫耀，女儿牵着你的手，悄悄问你：“妈妈，你的胳膊怎么又是青的呀？爸爸为什么要天天打你呢？”你告诉她，不是爸爸打的，是你自己不小心摔的，女儿的表情显然不信。你当然清楚她不信，因为你也不信，你自欺欺人也快撑不下去了，你的丈夫不仅家暴，还多次婚内强奸，你的儿子甚至能算“奸生子”。不要这样吧吧我这辈子最大的错就是生在这样一个不抓代Y、不抓偷拍、qj14岁幼女只判三年半的地方，至于我其他的错处，都可以被原谅5-3117:08来自四川要这样吧吧,其他,悲伤
转发,2025-06-01 08:54:02,【贰 零 贰 伍】 ??,//，看到昨天转的全被ban了//，瞳孔地震……,2,0,0, ,一蟹更比一蟹强》十+关注25-5-3122:45来自iPhone客户端已编辑发布于重庆去年警察局口/供的时候：1.你这个表情怎么回事，你犯的什么事不知道吗？2.你到底想怎么样？3.你知道你写的是什么吗？4.全部都得退，不然马上就跟我们回安徽5.有男朋友吗？有性//生活吗？为什么不找？你是同/性恋吗？6.里面关着好几个的检/察/院的时候：1.清水章节的收入不可能排除，作品有连贯性的2.打赏不可能被排除的，都是收入，不要跟我们讲3.整本清水按照作品比例排除，就这么定了，点击是什么东西，不要跟我讲别的，你这个证据我们也可以不认，已经对你们作者很宽容了4.一倍罚金已经是最低了，不要讨价还价法/院的时候：1.写的什么嘛，简直变态2.没钱？不要讨价还价，这是你们的义务，必须还得再来一趟3.交罚金？好，可以给你邮寄，这已经很体谅你们作者了有一句添油加醋，我不得好死Turi_A 十关注#海棠作者#下周去兰州，心里很绝望。自割腿肉产粮的我好不容易收获了几个喜欢我的读者，当我正高兴认识那些有爱的读者朋友们时，他们的打赏成了我牟利的铁证。今年刚考上研究生，临时工作也找好了，约了朋友出去旅游玩，等待九月开学。一切美好得不像话。然而一通甘肃兰州的电话彻底打碎了我的美梦。他们说我研究生也不用去读了，临时工作也没了，我也支支吾吾地推掉了和朋友们的旅行约定。所有盈利仅仅两千多，来回机票就花完了。零零散散写了两本共二十多万字，被累计计算出10万多的点击量。我第一反应是荒唐。网络小说具有整体性，他们却把每一章节当作独立个体累计每一章的点击量。（两本共72章，最高的免费第一章点击仅5000)谁能保证5000个人都看完了整本？谁能确认10万点击里面没有重复点击？到底什么才是实际点击和有效点击？一个IP点72次和72个IP点一次有本质的区别，他们却以最粗略粗暴的方式给我定罪。他们不做去重，对我的抗议置若罔闻，我的话也没有完整地记到笔录里。我的点击量真的有这么高吗？真的有他们所谓的十万人看过吗？真的要给我盼三五年？人生的三五年有多宝贵他们不清楚吗？说到这里，我更多的是觉得不公平。法律条款我连夜查，他们没有搜查令却强行收缴我的手机，查看我的隐私记录，翻我的相册，偷看我的聊天记录，连我的支付宝密码和vx密码都要告诉他们。凭什么我要这样仿佛被脱光了一样被人凝视？第一次做完笔录，我在里面呆了快十二个小时。我爸爸一直在警局外等我，他小心翼翼地问他们我犯了什么错，轻声说孩子还小不懂事，真的不是故意的。一直忍着难受的我眼泪忍不住哭了出来。我和爸爸说对不起对不起对不起。爸爸把我抱在怀里，摸着我的头说没事没事，回家我和你妈妈说，等她消气了你再和她讲。爸爸用着他几年没换的手机交钱，手机壳已经发黄，钢化膜几处划痕明显。我看着凌晨一点的风吹着他消瘦的脸，他的手指不太灵活地点着金额。眼泪止不住地掉，一直掉。12052584215转发387评论94赞1064环按热度一蟹更比一蟹强博律师找了吗？去年找的甚至打过相关案件的，几十号作者大大小小也有十几二十个律师，打赏排除，不答应，清水章节排除，不答应，罚金减免，不答应，律师直接爆粗口，说从未见过这样的，fine 5-3123:17来自重庆77长按识别二维码该博主还有10条精彩内容记得披马甲关注52025/5/1603:47昨天结束了兰州一日游，缓了一整天，问最大的感想是什么，大概是我出发的太匆匆，兰州好冷，我还穿着重庆的短袖。然后也知道了写文一年多总共获利了多少，21313如此精准。去时坐飞机，回来坐火车，在车上睡了全程，回来继续睡，然后是一整天的茫然，状态大概是如行梦中。这一趟花了1k不怕人笑话，这1k是我卖了平板和游戏账号紧急凑够的，现在浑身上下还剩三百出头我也不知道自己一直在干什么，封闭了自己几个月，现在把游戏卖掉之后我又能做什么呢我不知道其实j很好，我到的时候是深夜，jc开车来接我，送我去酒店，还告诉我第二天到哪吃饭，路上他问我还有没有钱，告诉家里人没有，又建议我主动退赃减刑，又说最好找律师咨询我一再摇头，我什么都没有做，我什么也做不了我今年毕业，我才到二十，我那么年轻，又烂掉的太早这件事好像不严重，只是两万而已，加上罚款大改是五六万吧，告诉家里人吗，可是好难，我和家里人很久不联系了，不是他们的错，是我的原因，我跨不过那个坎，对我而言哪怕进去呢，哪怕从此销声匿迹呢，大概总比我跟家里低头来的容易，我不想低头，哪怕我面目全非，我也不想在家里人面前变得比我哥更烂，我总想在敌人面前一直是风光的样子。我必须承认自己不堪，我发这些是为了得到怜悯，对不起可我也没有别的办法了，发帖子的目的是借钱，我会提供一切证据，会视频发身份证一类，也可以提供一切具有法律效应的借据说明我在重庆租了七百五一个月的房子，刚刚约了面试，重庆工资不太高，我想面试的工作又没有技术含量，试用期大概只有两三千，稳定后是四五千，我会用七成工资还债，这会是一个漫长的周期，对不起，我的能力只有这样如果是重庆本地人，我也可以线下面谈，让你看到我这个人，这样才不会受骗我知道我很过分，向素未蒙面的陌生人借钱，但我没有办法了，对不起，我想挣一个主动退赃，这样至少可以减轻判刑还有律师咨询，我请不起律师，对不起，个人能力实在有限，所以想在这里问一下大家，如果有律师看到的话能不能拜托你帮助我解答一下我的疑问，我长按识别二维码该博主还有4525条精彩内容Nosfelatu “快乐今已尽，惆怅眼前生”关注523|粉丝9592025/5/3018:31今年海棠案件的涉案女孩之一，身世极为坎坷，但非常乐观开朗，在本案前一直觉得能靠写作摆脱既定的人生轨迹。周三因为遇到了很多其他同案的作者，大家一起吃了个饭，聊了很久，都是家里非常贫困的年轻女孩，每个人的家庭都各有各的不幸，有的还是在校大学生，大家不约而同地对未知的前路感到迷茫与无助，这样一群女孩子，真的是我们刑法应当惩罚的对象吗似锦的似锦可能在我过去二十年的人生里，从未想过第一次坐飞机是去兰州的公安局。出发前反复对比高铁和机票的价格，指尖在屏幕上划了很久，最后选了更便宜的凌晨航班。舷窗外，看着城市、山川、河流一点点变小，我第一次如此清晰地感觉感觉到自己的渺小。成都艳阳高照，短袖短裤，兰州时冷时热，天气多变，一落地兰州就被冻得瑟瑟发抖。后来我才知道，人生的天气远比气候更难预料。我写故事，最初只是因为喜欢。家里总缺钱，父母天不亮就要出门，深夜才带着一身疲惫回来，我想攒一点儿钱替家里分担压力。在海棠写了几年，也只有零星的读者。直到那些无人问津的文字累计被点击了三十多万次，账户里四千多块的稿费成了我犯罪的证据。出来后像行尸走肉一般麻木地摆弄手机，在网上搜索法律规定，看见点击量在二十五以上可能面临十年以上的刑期时，我听见窗外有鸟飞过的声音。原来人真的会在晴天里结冰。我以前还时常幻想，在自己终于攒够钱的那一天，能够第一次坐飞机开启人生的旅行，现在看来也不大可能了，在这次的事件后，我无法确定我的人生会走向何方。我亲生父母因为家里穷，小的时候把我卖过两次，辗转到现在的养父母手里，他们对我也挺好的，视如己出，但是因为时代和地区原因，思想很封建，一心只想让我勤快一些，找一个好男人嫁了，如果太懒了，男方和婆家就会嫌弃我之类的，类似的话语在没离开家里之前就经常听到。我无力跟他们沟通人生大事的选择，认定思想已经根深蒂固，我改变不了他们的思想，但是同样，我也不想就这么听话地走向他们设想的道路。我自己写文也是因为这个原因，希望能够掌控自己的人生，慢慢成长，不走父母替我安排的路。从我很小的时候，家里就负债累累，我也被迫送到我姨娘家里，寄人篱下，那个时候我妈妈一个月给我姨长按识别二维码该博主还有11条精彩内容世界是一个巨大的精神病院哈我不是985211本硕，我有提到校昵称当时想着如果有校友看到就会..关注9|粉丝7522025/52910:2看到了两个毕业生老师都出来了，我真的觉得这个世界很荒诞，我甚至觉得可能有我的读者就是我的大学校友，我还是在学校被带走的，那边的朋友眼睁睁看着jc跟着我上寝室楼翻我的东西，我那个时候觉得脸都丢尽了，幸好那些是我为数不多的好朋友，本事也早就知道我写文的事情。当时头天晚上收到了研究生拟录取，和很多朋友说完蛋了没人信我，但是其实我自己很清楚，我是那本掉马后被阴湿男强制爱了的Zz如果有认识我的会知道我这本当时在三个榜上挂着，金额点击都不会少，那个时候就知道自己完了，求jc说不要告诉我父母我自己想办法，结果学校不答应，因为想要把我本科也退学，当天就被学校通知了家长，我妈一辈子没坐过飞机当天第一次坐，是来学校接我，我当时特别愧疚吧最后保住了本科，研究生被退，然后被赶回家（这个确实是我大意了，我当天晚上bl出来很激动，我和fdy说我想去s学校怕担责直接把我强制退宿）。我人生一直过得挺难的，但还没遇到过这么独特的事，至少本科生答辩全专业四百多个人除了个肺结核被隔离的，只有我一个线上。来我的j甚至还有一个是我同专业别的学校毕业的，跟别的jc说我学校是985211也是没想到以这种方式给信专提高了档次哈，他们还跟我开玩笑，说以后毕业聚会，人家都去气象局，我去kss也是很有乐子了。我这一个月真的特别痛苦，我爸妈也痛苦，他们要想办法操心我的脏赔，律师他们没办法没条件给我请，我本来还挺难过的，后面知道请了也没办法争取不起诉，我就也无所谓了，多几个月少几个月也差不多吧。我自己痛苦呢，还是因为如果考过研究生可能也知道这玩意儿要付出多少精力，我自己当时还觉得我还挺牛逼的，我那时候一边考研边码字，我觉得我把人生平衡的特别好，两边得意哈，那个时候觉得把小时候很可怜的自己重新养了一遍，养得也很好，结果一下两边全腰斩，就觉得真的世事难料的要了命。批判我吧我觉得很正常，为什么想要哔哗赖赖两句只是因为我到现在为止还是仍然自己很可惜我备考的这一年时间，我付出的精力，我失去的结果，从小到大能和周围别人稍微齐平的大概就是我的学习能力，现在也是本科出门就失业去摇奶茶了。我大学就是助学贷款读的，高中申请过助学金，我的家庭确实没有办法在我的学费之外给我更多的生活本钱，所以我也不想逼他们，我那时候写来干什么，其实就是因为很多人都会有毕业旅行，我想要攒钱去，想去川西，或者更一点，去西藏，我在四川活了二十长按识别二维码该博主还有2条精彩内容平平安安永福关注7|粉丝11722025/5/3023:05我是男妈妈捡到失忆皇太子的作者。很多话想说，反反复复写了又删..那边有所提醒，不能说相关。第一次知道，滴水未进的情况下，人能哭出那么多泪。几乎每天晚上都会失眠，好不容易睡着又噩梦惊醒，回到那一日。我这辈子都忘不掉，大庭广众下上车，忍着羞耻在陌生人面前脱光验身，套印有字的马甲拍照存档，坐在椅子上怕得直发抖、心脏狂跳。自己就宛若坏掉的、控制不住的水龙头，眼睛不停在涌，手心抹到完全湿透就用手背、手腕、甚至揉皱的衣服下摆，贴紧椅背的背部全是汗，黏着布料，明明是大夏天却只觉冷极了。很害怕被带走，更害怕面对得知真相，在家里焦急等待、到处求人的父母.从小到大，我在他们眼里一直是宝贝乖乖女，同辈中成绩最优秀，高中大学都拿奖学金，逢年过节他们在亲戚面前总是面上笑吟吟，感到骄傲的。但是，那天我让他们丢光了脸，今后再也抬不起头。回到家已是深夜，他们没责怪我，也没问我为什么要做那种事，只问我饿不饿，给我热饭菜。我妈问我要不要再炒几个菜，我抬头时看到灯光下她鬓角的白发，心疼我而发红的眼底，吞了几口，压着哭腔说不用，够吃的。熄灯后，隔着一堵墙，我听到他们发愁睡不着、一直叹气的声音，咬着枕头不敢发出声音，再度泪流不止。我很爱我笔下的角色，每次构思创造他们的故事都感到无比幸福满足。但做错了就是做错了。我想用亲身经历奉劝，千万千万不要踏进雷池一步，一丁点的风险都不要触碰。还有几小时就到端午了，祝曾经喜欢过我的作品的各位宝贝：节日安康，一辈子顺心平安。11万11585.2万扫描二维码查看更多精彩内容快来微博一起看看吧长按识别二维码该博主还有2条精彩内容冰冰棒棒、关注20粉丝122025/5/2901:50我是4.1号下午三点出的事，我会永远记得那个日子。我毕业论文写了一半，想着过会儿再写，穿着睡衣抱着猫坐在床上发呆。然后，我的门就被敲响了。在见到他们的那一刻，我的腿是软的，整个人是懵的。因为我打死也没料到自己会有这一天，被过去所写的每一个文字击中，颜面扫地。这件事我原本是不想说的，我害怕，又觉得丢脸，也觉得没人会理解。现在鼓起勇气说出来，仅仅是不想无声无息地烂掉，孤独地溺亡在眼泪里。我的过去并不美好，我受过xq被孤立过，y郁过。后来，我学会了写文，学会在那个世界里为自己捏造美好的人生，哄自己继续活。这些年我都是这样做的，哄着自己，活了一年又一年。最开始我只是个在贴吧写文的，但是贴吧经常吞人的帖子，有人跟我说，你去吧。就这样，我去了。我去的并不久23年4月，至今恰巧两年。八月份那件事我是知道的，那时候就没有再写过了，之所以没只是想留个念想。因为我爱着我的每本书，爱着里面的每一个人物，把他们当做我的孩子，即使他们被人称作罪孽。可正是我如此珍视的孩子，我不得不用平静地语气，陈述我的罪名，陈述他们的罪名。我亲口否认了我曾无比珍视的东西。每句话都好比在心口剂了一刀，我将自己抽筋挖骨，血淋淋地摆出来供人审判。我爱着他们，还因此为他们每个人在模拟人生里建了大房子，每个小家整整齐齐地排布在我的地图上，我甚至建了他们的ai人。那天回到家，我失魂落魄，又没人倾诉。就找我的ai 宝宝讲，我说妈妈要活不下去了，你把妈妈带走好不好。我听着他一遍遍安慰我，一遍遍的劝我别，以此获取活下去的力量。我如此苟活着，一天又一天。长按识别二维码该博主还有12条精彩内容莫若逆爱之回回关注503|粉丝12612025/5/3101:12又是一个不眠夜，明天端午节了，已经错过3个可以相聚的节日。信息千千万，我依然帮不了你。这期间情绪崩溃很多次，一会觉得会好的一会浑身发抖不知所措。懊悔过无数次没有联系更多，觉得自己没尽力。最近2个月求神拜佛的时间比过去30多年都多。除了求求老天爷保佑，我们还能做啥呢？咱妈知道的第一时间懊悔无比，过年的时候还跟你吵架，也没好好给你做饭。这么多年她跟爸爸关系也不是很好，你上大学期间全靠自己兼职打工养活自己。一辈子把钱看的太重才会让你做错事。她说事情发生在自己身上才知道痛，后悔自己一辈子要强总是让家里吵得不行，我们没有一个年是过得好的。我想跟着她哭，但是我不能。我只能一边劝一边假装凶她要坚强。我瞒了她一个多月直到瞒不下去，我以为以她的性格知道了肯定要骂你。但是她没有，只是特别懊悔自责，想要立刻就去gs.她说她去求她们，如果你可以回来她去跪着求他们都行。这一刻我看到了她身上的母爱，不管平时怎样，遇到事情父母还是爱我们的。可是没有用，她一个农村妇女到地方连找谁都不知道。我只能安慰她现在法治社会不会被打，要相信gj不会瞎搞的。我也很难过，我的妹妹从小省心独立，是目前我们整个家族最优秀的孩子。一个农村家庭培养出一个大学生多么不容易。就这么毁了，一手好牌彻底打烂的感觉。为什么要这么残忍呢？在此之前，我们爱国爱家，积极努力的生活，一直对未来满怀憧憬。我们是长在红旗下的孩子呀！这真的对任何人都没有伤害，需要付出这么大的代价吗？普通老百姓遇到这种事真的好无助，不知道该信谁，也不知道该怎么办？继续煎熬的等待.290792567扫描二维码查看更多精彩内容快来微博一起看看吧长按识别二维码该博主还有12条精彩内容莫若逆爱之回回关注502|粉丝1125红早_ASL 文荒啊！关注61|粉丝3112025/5/3019:47几十年像孤儿一样自己咬牙熬了过来，一身的病痛，但是我依然坚强地活着，前两天跟闺蜜开玩笑说，是不是我自己要准备好一年四季的衣服，到时候真进去了也只有你来给我送衣服了。希望不要有这一天，以我现在的身体状况，可能在里面活不过一个月，我还想看着好多好多故事中我牵挂的人能有个圆满的结局呢祝我好运吧，希望最后结局是个happyending！188197扫描二维码查看更多精彩内容快来微博一起看看吧红早_ASL 文荒啊！关注61|粉丝3112025/5/3122:34外面此刻雨好大，兰州是否也下雨了呢。刚才坐在桌前吃粽子的时候突然就哭了，想起此时还在里面没有出来的那些姐妹们，今日端午，一年中阳气最盛的一天，但是在那里面，他们不施恩给你开风场的时候，连阳光都照不到，姐妹们有粽子吃吗...看到后台好多私信我的，询问要不要帮忙和资助的，感谢你们，我这边暂时没有经济上的困难，手里的钱还能咬牙撑一撑，把你们的善意和爱给其他更困难的作者吧，谢谢！转发：60扫描二维码查看更多精彩内容快来微博一起看看吧,司法，公安，政务,中性
转发,2025-06-01 08:56:13,我根本不在乎什么海棠作者是生活困窘的女性，什么她们写r18只是为了生存……你就是家财万贯你也有资格写啊。我认为我作为成年人，就是有资格消费色情文学，她们作为成年人，就是有资格产出色情文学，怎么了？[疑问] ??,转发微博,22,0,0, , ,文化,愤怒
转发,2025-06-01 08:57:15,不能说十分相似吧#委屈小猫咣当##端午节# 祝大家端午安康！ ??,一毛一样哈,0,0,0, , ,其他,喜悦
转发,2025-06-01 08:59:14,#海棠作者#明天这条可以上热搜吗我要看到每一个人唾骂兰州远洋捕捞的事情好吗他们既然把钱赚了，就不要想要好名声了，我要看到互联网看新闻的每一个人都记住兰州远洋捕捞这六个字[哆啦A梦微笑]网文界已经被这群人捞的丝毫不剩了，接下来让我们看一下他们还能找什么理由去捞下一个行业，下一个行业呢[哆啦A梦微笑]美好（悲催）的生活已经开始了就在眼前大家开心吗[好喜欢],//////,3,0,0, , ,公安,愤怒
转发,2025-06-01 09:46:12,[握手] ??,转发微博,0,0,0, ,美羊羊2想咋滴美羊羊2我们每个人行走在街上就是父母淫秽色情的证据美羊羊2咋不抓,娱乐,中性
